group1,group2,N1,N2,frac,pi_low,pi_high
2.0_low,2.0_high,2709,2655,9.0,0.67,0.24
2.0_low,2.0_high,2878,2784,9.5,0.6,0.2
1.0_low,1.0_typical,5,1,1.0,-0.01,-0.01
1.0_low,1.0_typical,6,3,1.5,0.16,0.23
1.0_low,1.0_typical,7,5,2.0,0.82,0.96
1.0_low,1.0_typical,10,5,2.5,0.82,0.94
1.0_low,1.0_typical,10,8,3.0,0.79,0.98
1.0_low,1.0_typical,12,9,3.5,0.84,0.98
1.0_low,1.0_typical,14,10,4.0,0.83,0.98
1.0_low,1.0_typical,15,12,4.5,0.84,0.99
1.0_low,1.0_typical,16,14,5.0,0.88,0.98
1.0_low,1.0_typical,17,16,5.5,0.82,0.99
1.0_low,1.0_typical,20,16,6.0,0.82,0.99
1.0_low,1.0_typical,21,18,6.5,0.82,1.0
1.0_low,1.0_typical,23,19,7.0,0.82,1.0
1.0_low,1.0_typical,23,22,7.5,0.83,0.97
1.0_low,1.0_typical,24,24,8.0,0.83,0.98
1.0_low,1.0_typical,25,26,8.5,0.84,0.97
1.0_low,1.0_typical,26,28,9.0,0.85,0.98
1.0_low,1.0_typical,28,29,9.5,0.86,0.99
1.0_low,6.0_high,5,1,1.0,-0.01,-0.01
1.0_low,6.0_high,6,3,1.5,0.23,0.13
1.0_low,6.0_high,7,5,2.0,0.99,0.51
1.0_low,6.0_high,10,5,2.5,1.0,0.4
1.0_low,6.0_high,10,8,3.0,1.0,0.38
1.0_low,6.0_high,12,9,3.5,1.0,0.28
1.0_low,6.0_high,14,10,4.0,1.0,0.23
1.0_low,6.0_high,15,12,4.5,1.0,0.19
1.0_low,6.0_high,16,14,5.0,1.0,0.12
1.0_low,6.0_high,17,16,5.5,1.0,0.15
1.0_low,6.0_high,20,16,6.0,1.0,0.1
1.0_low,6.0_high,21,18,6.5,1.0,0.09
1.0_low,6.0_high,23,19,7.0,1.0,0.07
1.0_low,6.0_high,23,22,7.5,1.0,0.07
1.0_low,6.0_high,24,24,8.0,1.0,0.04
1.0_low,6.0_high,25,26,8.5,1.0,0.04
1.0_low,6.0_high,26,28,9.0,1.0,0.04
1.0_low,6.0_high,28,29,9.5,1.0,0.04
1.0_low,5.0_high,5,1,1.0,-0.01,-0.01
1.0_low,5.0_high,6,3,1.5,0.16,0.18
1.0_low,5.0_high,7,5,2.0,0.92,0.86
1.0_low,5.0_high,10,5,2.5,0.93,0.86
1.0_low,5.0_high,10,8,3.0,0.95,0.88
1.0_low,5.0_high,12,9,3.5,0.95,0.81
1.0_low,5.0_high,14,10,4.0,0.96,0.8
1.0_low,5.0_high,15,12,4.5,0.97,0.84
1.0_low,5.0_high,16,14,5.0,0.97,0.83
1.0_low,5.0_high,17,16,5.5,0.98,0.81
1.0_low,5.0_high,20,16,6.0,0.98,0.81
1.0_low,5.0_high,21,18,6.5,0.98,0.82
1.0_low,5.0_high,23,19,7.0,0.98,0.81
1.0_low,5.0_high,23,22,7.5,0.97,0.76
1.0_low,5.0_high,24,24,8.0,0.98,0.74
1.0_low,5.0_high,25,26,8.5,1.0,0.73
1.0_low,5.0_high,26,28,9.0,1.0,0.72
1.0_low,5.0_high,28,29,9.5,0.99,0.7
1.0_low,4.0_high,5,1,1.0,-0.01,-0.01
1.0_low,4.0_high,6,3,1.5,0.16,0.18
1.0_low,4.0_high,7,5,2.0,0.92,0.84
1.0_low,4.0_high,10,5,2.5,0.95,0.85
1.0_low,4.0_high,10,8,3.0,0.94,0.9
1.0_low,4.0_high,12,9,3.5,0.94,0.82
1.0_low,4.0_high,14,10,4.0,0.96,0.81
1.0_low,4.0_high,15,12,4.5,0.96,0.84
1.0_low,4.0_high,16,14,5.0,0.96,0.81
1.0_low,4.0_high,17,16,5.5,0.98,0.81
1.0_low,4.0_high,20,16,6.0,0.98,0.85
1.0_low,4.0_high,21,18,6.5,0.98,0.79
1.0_low,4.0_high,23,19,7.0,0.98,0.74
1.0_low,4.0_high,23,22,7.5,0.98,0.71
1.0_low,4.0_high,24,24,8.0,0.99,0.7
1.0_low,4.0_high,25,26,8.5,1.0,0.7
1.0_low,4.0_high,26,28,9.0,0.99,0.7
1.0_low,4.0_high,28,29,9.5,0.98,0.65
1.0_low,3.0_high,5,1,1.0,-0.01,-0.01
1.0_low,3.0_high,6,3,1.5,0.21,0.2
1.0_low,3.0_high,7,5,2.0,0.97,0.84
1.0_low,3.0_high,10,5,2.5,0.97,0.75
1.0_low,3.0_high,10,8,3.0,0.95,0.78
1.0_low,3.0_high,12,9,3.5,0.98,0.71
1.0_low,3.0_high,14,10,4.0,0.99,0.72
1.0_low,3.0_high,15,12,4.5,0.99,0.68
1.0_low,3.0_high,16,14,5.0,0.99,0.71
1.0_low,3.0_high,17,16,5.5,1.0,0.62
1.0_low,3.0_high,20,16,6.0,1.0,0.64
1.0_low,3.0_high,21,18,6.5,1.0,0.59
1.0_low,3.0_high,23,19,7.0,1.0,0.53
1.0_low,3.0_high,23,22,7.5,1.0,0.52
1.0_low,3.0_high,24,24,8.0,1.0,0.49
1.0_low,3.0_high,25,26,8.5,1.0,0.47
1.0_low,3.0_high,26,28,9.0,1.0,0.43
1.0_low,3.0_high,28,29,9.5,1.0,0.4
1.0_low,2.0_high,5,1,1.0,-0.01,-0.01
1.0_low,2.0_high,6,3,1.5,0.19,0.17
1.0_low,2.0_high,7,5,2.0,0.92,0.74
1.0_low,2.0_high,10,5,2.5,0.95,0.68
1.0_low,2.0_high,10,8,3.0,0.96,0.64
1.0_low,2.0_high,12,9,3.5,0.96,0.61
1.0_low,2.0_high,14,10,4.0,0.98,0.56
1.0_low,2.0_high,15,12,4.5,1.0,0.51
1.0_low,2.0_high,16,14,5.0,1.0,0.44
1.0_low,2.0_high,17,16,5.5,1.0,0.38
1.0_low,2.0_high,20,16,6.0,1.0,0.36
1.0_low,2.0_high,21,18,6.5,1.0,0.38
1.0_low,2.0_high,23,19,7.0,1.0,0.33
1.0_low,2.0_high,23,22,7.5,1.0,0.28
1.0_low,2.0_high,24,24,8.0,1.0,0.25
1.0_low,2.0_high,25,26,8.5,1.0,0.25
1.0_low,2.0_high,26,28,9.0,1.0,0.16
1.0_low,2.0_high,28,29,9.5,1.0,0.18
1.0_low,1.0_high,3,1,1.0,-0.01,-0.01
1.0_low,1.0_high,5,1,1.5,-0.01,-0.01
1.0_low,1.0_high,6,2,2.0,0.04,0.05
1.0_low,1.0_high,8,2,2.5,0.14,0.15
1.0_low,1.0_high,9,3,3.0,0.16,0.14
1.0_low,1.0_high,9,5,3.5,0.81,0.8
1.0_low,1.0_high,10,6,4.0,0.84,0.86
1.0_low,1.0_high,12,6,4.5,0.84,0.85
1.0_low,1.0_high,13,7,5.0,0.86,0.82
1.0_low,1.0_high,13,9,5.5,0.83,0.85
1.0_low,1.0_high,14,10,6.0,0.82,0.85
1.0_low,1.0_high,15,11,6.5,0.85,0.77
1.0_low,1.0_high,17,11,7.0,0.85,0.78
1.0_low,1.0_high,19,11,7.5,0.83,0.79
1.0_low,1.0_high,20,12,8.0,0.82,0.75
1.0_low,1.0_high,20,14,8.5,0.81,0.74
1.0_low,1.0_high,20,16,9.0,0.79,0.69
1.0_low,1.0_high,20,18,9.5,0.82,0.72
1.0_typical,6.0_high,15,7,1.0,1.0,0.88
1.0_typical,6.0_high,20,13,1.5,0.99,0.86
1.0_typical,6.0_high,25,19,2.0,0.99,0.84
1.0_typical,6.0_high,28,27,2.5,1.0,0.81
1.0_typical,6.0_high,34,32,3.0,1.0,0.86
1.0_typical,6.0_high,39,38,3.5,1.0,0.85
1.0_typical,6.0_high,45,43,4.0,1.0,0.79
1.0_typical,6.0_high,52,47,4.5,1.0,0.77
1.0_typical,6.0_high,60,50,5.0,1.0,0.74
1.0_typical,6.0_high,64,57,5.5,1.0,0.68
1.0_typical,6.0_high,72,60,6.0,1.0,0.63
1.0_typical,6.0_high,79,64,6.5,1.0,0.65
1.0_typical,6.0_high,86,68,7.0,1.0,0.64
1.0_typical,6.0_high,90,75,7.5,1.0,0.63
1.0_typical,6.0_high,96,80,8.0,1.0,0.61
1.0_typical,6.0_high,101,86,8.5,1.0,0.59
1.0_typical,6.0_high,107,91,9.0,1.0,0.49
1.0_typical,6.0_high,116,93,9.5,1.0,0.47
1.0_typical,5.0_high,15,7,1.0,0.91,0.98
1.0_typical,5.0_high,20,13,1.5,0.86,0.98
1.0_typical,5.0_high,25,19,2.0,0.89,0.98
1.0_typical,5.0_high,28,27,2.5,0.85,0.97
1.0_typical,5.0_high,34,32,3.0,0.86,1.0
1.0_typical,5.0_high,39,38,3.5,0.83,1.0
1.0_typical,5.0_high,45,43,4.0,0.83,0.99
1.0_typical,5.0_high,52,47,4.5,0.79,1.0
1.0_typical,5.0_high,60,50,5.0,0.81,0.99
1.0_typical,5.0_high,64,57,5.5,0.81,1.0
1.0_typical,5.0_high,72,60,6.0,0.79,1.0
1.0_typical,5.0_high,79,64,6.5,0.75,1.0
1.0_typical,5.0_high,86,68,7.0,0.75,1.0
1.0_typical,5.0_high,90,75,7.5,0.72,1.0
1.0_typical,5.0_high,96,80,8.0,0.72,1.0
1.0_typical,5.0_high,101,86,8.5,0.72,1.0
1.0_typical,5.0_high,107,91,9.0,0.73,1.0
1.0_typical,5.0_high,116,93,9.5,0.72,1.0
1.0_typical,4.0_high,15,7,1.0,0.9,0.97
1.0_typical,4.0_high,20,13,1.5,0.84,0.98
1.0_typical,4.0_high,25,19,2.0,0.89,0.97
1.0_typical,4.0_high,28,27,2.5,0.87,0.97
1.0_typical,4.0_high,34,32,3.0,0.88,0.99
1.0_typical,4.0_high,39,38,3.5,0.87,0.99
1.0_typical,4.0_high,45,43,4.0,0.85,1.0
1.0_typical,4.0_high,52,47,4.5,0.82,0.99
1.0_typical,4.0_high,60,50,5.0,0.83,1.0
1.0_typical,4.0_high,64,57,5.5,0.87,1.0
1.0_typical,4.0_high,72,60,6.0,0.8,0.99
1.0_typical,4.0_high,79,64,6.5,0.79,1.0
1.0_typical,4.0_high,86,68,7.0,0.81,1.0
1.0_typical,4.0_high,90,75,7.5,0.79,1.0
1.0_typical,4.0_high,96,80,8.0,0.82,1.0
1.0_typical,4.0_high,101,86,8.5,0.83,1.0
1.0_typical,4.0_high,107,91,9.0,0.8,1.0
1.0_typical,4.0_high,116,93,9.5,0.8,1.0
1.0_typical,3.0_high,15,7,1.0,0.84,1.0
1.0_typical,3.0_high,20,13,1.5,0.81,1.0
1.0_typical,3.0_high,25,19,2.0,0.78,1.0
1.0_typical,3.0_high,28,27,2.5,0.72,1.0
1.0_typical,3.0_high,34,32,3.0,0.72,1.0
1.0_typical,3.0_high,39,38,3.5,0.72,1.0
1.0_typical,3.0_high,45,43,4.0,0.63,1.0
1.0_typical,3.0_high,52,47,4.5,0.59,1.0
1.0_typical,3.0_high,60,50,5.0,0.57,1.0
1.0_typical,3.0_high,64,57,5.5,0.51,1.0
1.0_typical,3.0_high,72,60,6.0,0.45,1.0
1.0_typical,3.0_high,79,64,6.5,0.43,1.0
1.0_typical,3.0_high,86,68,7.0,0.4,1.0
1.0_typical,3.0_high,90,75,7.5,0.42,1.0
1.0_typical,3.0_high,96,80,8.0,0.36,1.0
1.0_typical,3.0_high,101,86,8.5,0.37,1.0
1.0_typical,3.0_high,107,91,9.0,0.35,1.0
1.0_typical,3.0_high,116,93,9.5,0.3,1.0
1.0_typical,2.0_high,15,7,1.0,0.93,0.97
1.0_typical,2.0_high,20,13,1.5,0.94,0.95
1.0_typical,2.0_high,25,19,2.0,0.96,0.95
1.0_typical,2.0_high,28,27,2.5,0.97,0.93
1.0_typical,2.0_high,34,32,3.0,0.97,0.94
1.0_typical,2.0_high,39,38,3.5,0.97,0.92
1.0_typical,2.0_high,45,43,4.0,0.99,0.92
1.0_typical,2.0_high,52,47,4.5,0.97,0.93
1.0_typical,2.0_high,60,50,5.0,0.98,0.93
1.0_typical,2.0_high,64,57,5.5,0.98,0.93
1.0_typical,2.0_high,72,60,6.0,0.97,0.9
1.0_typical,2.0_high,79,64,6.5,0.97,0.87
1.0_typical,2.0_high,86,68,7.0,0.98,0.9
1.0_typical,2.0_high,90,75,7.5,0.96,0.91
1.0_typical,2.0_high,96,80,8.0,0.98,0.89
1.0_typical,2.0_high,101,86,8.5,0.99,0.91
1.0_typical,2.0_high,107,91,9.0,1.0,0.89
1.0_typical,2.0_high,116,93,9.5,0.99,0.89
1.0_typical,1.0_high,3,1,1.0,-0.01,-0.01
1.0_typical,1.0_high,5,1,1.5,-0.01,-0.01
1.0_typical,1.0_high,6,2,2.0,0.06,-0.01
1.0_typical,1.0_high,8,2,2.5,0.18,-0.01
1.0_typical,1.0_high,9,3,3.0,0.18,-0.01
1.0_typical,1.0_high,9,5,3.5,1.0,0.0
1.0_typical,1.0_high,10,6,4.0,1.0,0.0
1.0_typical,1.0_high,12,6,4.5,1.0,0.0
1.0_typical,1.0_high,13,7,5.0,1.0,0.0
1.0_typical,1.0_high,13,9,5.5,1.0,0.0
1.0_typical,1.0_high,14,10,6.0,1.0,0.0
1.0_typical,1.0_high,15,11,6.5,1.0,0.0
1.0_typical,1.0_high,17,11,7.0,1.0,0.0
1.0_typical,1.0_high,19,11,7.5,1.0,0.0
1.0_typical,1.0_high,20,12,8.0,1.0,0.0
1.0_typical,1.0_high,20,14,8.5,1.0,0.0
1.0_typical,1.0_high,20,16,9.0,1.0,0.0
1.0_typical,1.0_high,20,18,9.5,1.0,0.0
6.0_high,4.0_high,83,93,1.0,0.32,1.0
6.0_high,4.0_high,123,141,1.5,0.18,1.0
6.0_high,4.0_high,169,183,2.0,0.1,1.0
6.0_high,4.0_high,212,228,2.5,0.05,1.0
6.0_high,4.0_high,254,274,3.0,0.05,1.0
6.0_high,4.0_high,298,318,3.5,0.01,1.0
6.0_high,4.0_high,338,366,4.0,0.0,1.0
6.0_high,4.0_high,384,408,4.5,0.0,1.0
6.0_high,4.0_high,435,445,5.0,0.0,1.0
6.0_high,4.0_high,485,483,5.5,0.01,1.0
6.0_high,4.0_high,530,526,6.0,0.0,1.0
6.0_high,4.0_high,571,573,6.5,0.0,1.0
6.0_high,4.0_high,627,605,7.0,0.0,1.0
6.0_high,4.0_high,672,648,7.5,0.0,1.0
6.0_high,4.0_high,719,689,8.0,0.0,1.0
6.0_high,4.0_high,758,738,8.5,0.0,1.0
6.0_high,4.0_high,802,782,9.0,0.0,1.0
6.0_high,4.0_high,837,835,9.5,0.0,1.0
6.0_high,1.0_high,3,1,1.0,-0.01,-0.01
6.0_high,1.0_high,5,1,1.5,-0.01,-0.01
6.0_high,1.0_high,6,2,2.0,0.06,0.05
6.0_high,1.0_high,8,2,2.5,0.17,0.12
6.0_high,1.0_high,9,3,3.0,0.18,0.11
6.0_high,1.0_high,9,5,3.5,0.98,0.66
6.0_high,1.0_high,10,6,4.0,0.99,0.67
6.0_high,1.0_high,12,6,4.5,0.98,0.56
6.0_high,1.0_high,13,7,5.0,0.99,0.49
6.0_high,1.0_high,13,9,5.5,0.99,0.46
6.0_high,1.0_high,14,10,6.0,1.0,0.41
6.0_high,1.0_high,15,11,6.5,1.0,0.32
6.0_high,1.0_high,17,11,7.0,1.0,0.31
6.0_high,1.0_high,19,11,7.5,1.0,0.3
6.0_high,1.0_high,20,12,8.0,1.0,0.27
6.0_high,1.0_high,20,14,8.5,1.0,0.29
6.0_high,1.0_high,20,16,9.0,1.0,0.22
6.0_high,1.0_high,20,18,9.5,1.0,0.24
5.0_high,4.0_high,98,104,1.0,1.0,0.75
5.0_high,4.0_high,148,155,1.5,1.0,0.73
5.0_high,4.0_high,201,203,2.0,1.0,0.62
5.0_high,4.0_high,254,251,2.5,1.0,0.56
5.0_high,4.0_high,301,305,3.0,1.0,0.51
5.0_high,4.0_high,347,360,3.5,0.99,0.44
5.0_high,4.0_high,400,408,4.0,1.0,0.42
5.0_high,4.0_high,451,458,4.5,1.0,0.44
5.0_high,4.0_high,506,504,5.0,1.0,0.4
5.0_high,4.0_high,561,550,5.5,1.0,0.29
5.0_high,4.0_high,617,595,6.0,0.98,0.28
5.0_high,4.0_high,672,641,6.5,0.99,0.22
5.0_high,4.0_high,745,669,7.0,0.98,0.24
5.0_high,4.0_high,794,721,7.5,0.99,0.2
5.0_high,4.0_high,846,770,8.0,0.99,0.14
5.0_high,4.0_high,889,828,8.5,1.0,0.11
5.0_high,4.0_high,939,879,9.0,1.0,0.09
5.0_high,4.0_high,984,935,9.5,1.0,0.04
5.0_high,3.0_high,206,198,1.0,0.78,0.98
5.0_high,3.0_high,306,300,1.5,0.67,0.98
5.0_high,3.0_high,414,394,2.0,0.54,0.98
5.0_high,3.0_high,520,490,2.5,0.39,1.0
5.0_high,3.0_high,623,589,3.0,0.34,0.98
5.0_high,3.0_high,725,689,3.5,0.28,0.97
5.0_high,3.0_high,818,798,4.0,0.3,0.98
5.0_high,3.0_high,922,896,4.5,0.22,0.98
5.0_high,3.0_high,1031,989,5.0,0.25,1.0
5.0_high,3.0_high,1129,1093,5.5,0.18,0.99
5.0_high,3.0_high,1225,1199,6.0,0.15,0.99
5.0_high,3.0_high,1327,1299,6.5,0.12,0.99
5.0_high,3.0_high,1428,1400,7.0,0.08,0.99
5.0_high,3.0_high,1526,1504,7.5,0.07,0.98
5.0_high,3.0_high,1633,1599,8.0,0.06,0.98
5.0_high,3.0_high,1722,1712,8.5,0.05,0.98
5.0_high,3.0_high,1839,1797,9.0,0.03,0.99
5.0_high,3.0_high,1931,1907,9.5,0.03,0.99
4.0_high,3.0_high,98,104,1.0,0.88,0.99
4.0_high,3.0_high,148,155,1.5,0.74,1.0
4.0_high,3.0_high,201,203,2.0,0.72,1.0
4.0_high,3.0_high,254,251,2.5,0.54,1.0
4.0_high,3.0_high,301,305,3.0,0.47,1.0
4.0_high,3.0_high,347,360,3.5,0.42,1.0
4.0_high,3.0_high,400,408,4.0,0.35,1.0
4.0_high,3.0_high,451,458,4.5,0.28,1.0
4.0_high,3.0_high,506,504,5.0,0.22,1.0
4.0_high,3.0_high,561,550,5.5,0.19,1.0
4.0_high,3.0_high,617,595,6.0,0.16,1.0
4.0_high,3.0_high,672,641,6.5,0.13,1.0
4.0_high,3.0_high,745,669,7.0,0.11,1.0
4.0_high,3.0_high,794,721,7.5,0.09,1.0
4.0_high,3.0_high,846,770,8.0,0.08,1.0
4.0_high,3.0_high,889,828,8.5,0.09,1.0
4.0_high,3.0_high,939,879,9.0,0.07,1.0
4.0_high,3.0_high,984,935,9.5,0.06,1.0
4.0_high,2.0_high,98,104,1.0,0.7,0.99
4.0_high,2.0_high,148,155,1.5,0.57,0.99
4.0_high,2.0_high,201,203,2.0,0.47,1.0
4.0_high,2.0_high,254,251,2.5,0.38,1.0
4.0_high,2.0_high,301,305,3.0,0.3,1.0
4.0_high,2.0_high,347,360,3.5,0.25,1.0
4.0_high,2.0_high,400,408,4.0,0.22,1.0
4.0_high,2.0_high,451,458,4.5,0.14,0.99
4.0_high,2.0_high,506,504,5.0,0.09,1.0
4.0_high,2.0_high,561,550,5.5,0.11,1.0
4.0_high,2.0_high,617,595,6.0,0.09,1.0
4.0_high,2.0_high,672,641,6.5,0.06,1.0
4.0_high,2.0_high,745,669,7.0,0.03,1.0
4.0_high,2.0_high,794,721,7.5,0.03,1.0
4.0_high,2.0_high,846,770,8.0,0.02,1.0
4.0_high,2.0_high,889,828,8.5,0.02,1.0
4.0_high,2.0_high,939,879,9.0,0.01,1.0
4.0_high,2.0_high,984,935,9.5,0.01,1.0
3.0_high,2.0_high,206,198,1.0,1.0,0.58
3.0_high,2.0_high,306,300,1.5,1.0,0.5
3.0_high,2.0_high,414,394,2.0,1.0,0.36
3.0_high,2.0_high,520,490,2.5,1.0,0.32
3.0_high,2.0_high,623,589,3.0,1.0,0.21
3.0_high,2.0_high,725,689,3.5,1.0,0.15
3.0_high,2.0_high,818,798,4.0,1.0,0.12
3.0_high,2.0_high,922,896,4.5,1.0,0.1
3.0_high,2.0_high,1031,989,5.0,1.0,0.07
3.0_high,2.0_high,1129,1093,5.5,1.0,0.01
3.0_high,2.0_high,1225,1199,6.0,1.0,0.02
3.0_high,2.0_high,1327,1299,6.5,1.0,0.01
3.0_high,2.0_high,1428,1400,7.0,1.0,0.0
3.0_high,2.0_high,1526,1504,7.5,1.0,0.0
3.0_high,2.0_high,1633,1599,8.0,1.0,0.0
3.0_high,2.0_high,1722,1712,8.5,1.0,0.0
3.0_high,2.0_high,1839,1797,9.0,1.0,0.0
3.0_high,2.0_high,1931,1907,9.5,1.0,0.0
